FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1
Sebastian,Larsson,MID,SUN,4700000,5,40,1.9,4.04E-07,8.51E-06,0,2452,4,35,0,0,0,0,0,8.5,0,-3,0,40,3,0,0,0,0,0,3,0,3,0,2066,0,58,0,0,1468,0,0,1,219,
Grant,Leadbitter,MID,MID,4300000,2,28,0.252252252,5.87E-08,6.51E-06,0,1805,1,12,0,0,0,1,0,6.5,0,-7,0,28,7,0,0,0,1,0,3,0,0,0,1743,0,0,0,0,710,0,0,0,125,
Michael,Ledger,DEF,SUN,4000000,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,
Joe,Ledley,MID,CRY,4300000,0,40,0.36036036,8.38E-08,9.30E-06,0,40422,1,26,0,0,0,1,0,9.3,0,-2,0,40,2,0,0,0,1,0,2,0,1,0.4,27966,0,121,0,0,1160,0,0,0,201,
,Lee Chung-yong,MID,CRY,4200000,0,24,0.216216216,5.15E-08,5.71E-06,0,20134,0,13,0,0,0,0,0,5.7,0,-3,0,24,3,0,0,0,0,0,2,0,1,0.3,19524,0,56,0,0,471,0,0,0,103,
Jonathan,Leko,MID,WBA,4100000,1,12,0.108108108,2.64E-08,2.93E-06,0,51765,0,3,0,0,0,0,0,2.9,0,-4,0,12,4,0,0,0,0,0,0,0,1,0.5,53568,0,28,0,0,118,0,0,0,38,
Brian,Lenihan,DEF,HUL,3900000,0,0,0,0,0,0,89086,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,74845,0,0,0,0,0,0,0,0,0,
Aaron,Lennon,MID,EVE,5500000,0,22,0.198198198,3.60E-08,4.00E-06,0,15060,0,5,0,0,0,0,0,4,0,-5,0,22,5,0,0,0,0,0,2,0,1,0.2,4084,0,278,0,0,509,0,0,0,104,
Jeremain,Lens,MID,SUN,5900000,0,2,1,1.69E-07,3.39E-07,0,2586,0,1,0,0,0,0,0,0.3,0,-1,0,2,1,0,0,0,0,0,0,0,0,0,265,0,180,0,0,69,0,0,0,12,
Joleon,Lescott,DEF,SUN,3900000,0,1,0.009009009,2.31E-09,2.56E-07,0,9206,0,5,0,0,0,0,0,0.3,0,-1,0,1,1,0,0,0,0,0,0,0,0,0.3,20078,0,0,0,0,124,0,0,0,14,
Filip,Lesniak,MID,TOT,4500000,0,4,0.036036036,8.01E-09,8.89E-07,0,5,0,0,0,0,0,0,0,0.9,0,0,0,4,0,0,0,0,0,0,0,0,1,0,47,0,0,0,0,5,0,0,0,14,
Harry,Lewis,GLK,SOU,4000000,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,
,Lewis Cook,MID,BOU,4200000,0,17,0.153153153,3.65E-08,4.05E-06,0,38906,1,7,0,0,0,0,0,4,0,-3,0,17,3,0,0,0,1,0,1,0,2,0.8,28535,0,0,0,0,432,0,0,0,81,
Jesse,Lingard,MID,MUN,5600000,4,60,0.540540541,9.65E-08,1.07E-05,0,78117,3,12,0,0,0,1,0,10.7,0,-4,0,60,4,0,0,0,3,0,7,0,3,0.8,69403,0,318,0,1,1360,0,0,0,227,
Jake,Livermore,MID,WBA,4700000,2,77,2.1,4.47E-07,1.64E-05,0,10479,5,62,0,0,0,1,0,16.4,0,-3,0,77,3,0,0,0,2,0,4,0,1,0.1,9179,0,0,0,0,2970,0,0,1,458,
Fernando,Llorente,FWD,SWA,6300000,12,146,4.4,6.98E-07,2.32E-05,0,1069266,2,51,0,0,0,15,0,23.2,0,-2,0,146,2,0,0,0,22,0,5,0,3,9.4,1343047,0,0,0,5,2442,0,0,0,512,
Hugo,Lloris,GLK,TOT,5500000,3,143,4.2,7.64E-07,2.60E-05,0,383467,0,24,0,78,0,0,0,26,0,0,0,143,0,0,0,0,6,0,15,0,0,7.9,351261,0,419,0,0,3004,0,0,0,665,
Ruben,Loftus-Cheek,MID,CHE,5000000,0,6,0.054054054,1.08E-08,1.20E-06,0,4078,0,0,0,0,0,0,0,1.2,0,-5,0,6,5,0,0,0,0,0,0,0,0,0.1,511,0,68,0,0,35,0,0,0,16,
Chris,Long,FWD,BUR,4500000,0,0,0,0,0,0,34397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,5848,0,0,0,0,0,0,0,0,0,
Kevin,Long,DEF,BUR,4000000,1,3,0.027027027,6.76E-09,7.50E-07,0,6424,0,6,0,0,0,0,0,0.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0.1,8158,0,0,0,0,270,0,0,0,39,
Shane,Long,FWD,SOU,6100000,0,57,1.8,2.95E-07,9.34E-06,0,506570,2,23,0,0,0,3,0,9.3,0,-4,0,57,4,0,1,0,2,0,2,0,2,3,118295,0,435,0,0,1262,0,0,0,159,
Ademola,Lookman,MID,EVE,5000000,0,16,0.144144144,2.88E-08,3.20E-06,0,8033,0,2,0,0,0,1,0,3.2,0,-5,0,16,5,0,0,0,0,0,1,0,0,0,9340,0,0,0,0,289,0,0,0,33,
Donald,Love,DEF,SUN,3800000,0,21,0.189189189,4.98E-08,5.53E-06,0,227442,1,11,0,0,0,0,0,5.5,0,-2,0,21,2,0,0,0,1,0,1,0,1,4.2,357905,0,3,0,0,611,0,0,0,133,
Dejan,Lovren,DEF,LIV,4900000,6,106,3.7,7.55E-07,2.16E-05,0,452572,6,31,0,0,0,2,0,21.6,0,-1,0,106,1,0,0,0,6,0,11,0,1,5.6,544570,0,248,0,0,2553,0,0,0,589,
Matthew,Lowton,DEF,BUR,4500000,1,90,2.5,5.56E-07,2.00E-05,0,42770,9,53,0,0,0,0,0,20,0,0,0,90,0,0,0,0,5,0,9,0,2,0.8,59732,0,0,0,0,3240,0,0,0,631,
Leiva,Lucas,MID,LIV,4400000,1,47,0.423423423,9.62E-08,1.07E-05,0,13562,4,17,0,0,0,0,0,10.7,0,-1,0,47,1,0,0,0,2,0,4,0,3,0.2,14984,0,253,0,0,1112,0,0,0,240,
Greg,Luer,FWD,HUL,4400000,0,0,0,0,0,0,6109,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6625,0,0,0,0,0,0,0,0,0,
Romelu,Lukaku,FWD,EVE,10100000,8,221,6,5.94E-07,2.19E-05,0,2684099,3,42,0,0,0,25,0,21.9,0,11,0,221,-11,0,0,0,33,0,13,0,6,32.2,3620695,0,754,0,6,3266,0,0,0,824,
Shaun,MacDonald,MID,BOU,4500000,0,0,0,0,0,0,4223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,422,0,3,0,0,0,0,0,0,0,
Matt,Macey,GLK,ARS,4000000,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,
Pablo,Maffeo,DEF,MCI,4500000,0,0,0,0,0,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,
Harry,Maguire,DEF,HUL,4400000,0,71,2.4,5.45E-07,1.61E-05,0,34939,5,53,0,0,0,2,0,16.1,0,-1,0,71,1,0,0,0,5,0,4,0,3,0.8,64709,0,0,0,0,2307,0,0,0,483,
Riyad,Mahrez,MID,LEI,8900000,1,120,3.3,3.71E-07,1.35E-05,0,934233,4,48,0,0,0,6,0,13.5,0,-6,0,120,6,0,2,0,9,0,9,0,4,8.2,202237,0,994,0,0,2826,0,0,0,437,
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.009009009,2.00E-09,2.22E-07,0,158,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,2,0,0,0,5,
Josh,Maja,FWD,SUN,4500000,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3454,0,0,0,0,0,0,0,0,0,
Moses,Makasi,MID,WHU,4500000,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,
Shaun,Maloney,MID,HUL,4300000,0,24,0.216216216,5.03E-08,5.58E-06,0,90692,0,7,0,0,0,1,0,5.6,0,-2,0,24,2,0,0,0,2,0,1,0,2,0.5,90445,0,0,0,1,283,0,0,0,86,
Steve,Mandanda,GLK,CRY,4200000,0,19,0.171171171,4.08E-08,4.52E-06,0,141747,0,17,0,24,0,0,0,4.5,0,-3,0,19,3,0,0,0,0,0,0,0,0,1.9,43733,0,0,0,0,810,0,0,0,120,
Sadio,Mane,MID,LIV,9300000,0,156,5.8,6.24E-07,1.68E-05,0,2181069,4,26,0,0,0,13,0,16.8,0,3,0,156,-3,0,0,0,14,0,8,0,7,7.8,1862549,0,635,0,4,2242,0,0,0,502,
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0,0,0,0,21014,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1186,0,235,0,0,0,0,0,0,0,
Alexander,Manninger,GLK,LIV,4000000,0,0,0,0,0,0,8926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,11099,0,0,0,0,0,0,0,0,0,
Vito,Mannone,GLK,SUN,4000000,0,34,0.306306306,7.66E-08,8.50E-06,0,55663,0,19,0,41,0,0,0,8.5,0,-5,0,34,5,0,0,0,6,0,2,0,0,0.6,35846,0,210,0,1,810,0,0,0,187,
Javier,Manquillo,DEF,SUN,4300000,6,38,0.342342342,7.96E-08,8.84E-06,0,2695,2,28,0,0,0,1,0,8.8,0,-2,0,38,2,0,0,0,0,0,2,0,0,0,3302,0,0,0,0,1430,0,0,0,210,
,Marc Wilson,DEF,WBA,3800000,0,0,0,0,0,0,98770,3,7,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,2.3,122886,0,14,0,0,255,0,0,0,29,
Adrian,Mariappa,DEF,WAT,4000000,0,15,0.135135135,3.38E-08,3.75E-06,0,19852,0,13,0,0,0,0,0,3.8,0,0,0,15,0,0,0,0,3,0,1,0,0,0.4,30278,0,0,0,1,562,0,0,0,121,
Lazar,Markovic,MID,HUL,5200000,0,37,0.333333333,6.41E-08,7.12E-06,0,21421,4,15,0,0,0,2,0,7.1,0,-3,0,37,3,0,0,0,2,0,5,0,0,0.1,22952,0,0,0,0,1005,0,0,0,125,
Dean,Marney,MID,BUR,4300000,0,51,2.4,5.58E-07,1.19E-05,0,68665,7,28,0,0,0,1,0,11.9,0,-2,0,51,2,0,0,0,1,0,5,0,2,0.4,68838,0,0,0,0,1764,0,0,0,239,
David,Marshall,GLK,HUL,4400000,1,32,0.288288288,6.55E-08,7.27E-06,0,6771,0,44,0,63,0,0,0,7.3,0,-1,0,32,1,0,0,0,0,0,0,0,0,0.1,7662,1,0,0,0,1440,0,0,0,262,
Anthony,Martial,MID,MUN,9200000,1,95,0.855855856,9.30E-08,1.03E-05,0,311906,2,13,0,0,0,4,0,10.3,0,-3,0,95,3,0,0,0,9,0,9,0,6,2.5,122918,0,593,0,3,1553,0,0,0,302,
Cuco,Martina,DEF,SOU,4300000,0,31,0.279279279,6.49E-08,7.21E-06,0,56025,0,6,0,0,0,0,0,7.2,0,-2,0,31,2,0,0,0,5,0,3,0,0,0.4,62022,0,203,0,0,592,0,0,0,140,
Damian Emiliano,Martinez,GLK,ARS,3900000,0,8,0.072072072,1.85E-08,2.05E-06,0,7523,0,3,0,5,0,0,0,2.1,0,-1,0,8,1,0,0,0,0,0,1,0,0,0.6,30673,0,0,0,0,180,0,0,0,35,
Bruno,Martins Indi,DEF,STK,4900000,6,106,3,6.12E-07,2.16E-05,0,38853,4,50,0,0,0,1,0,21.6,0,-1,0,106,1,0,0,0,9,0,11,0,0,0.7,61894,0,0,0,1,3146,0,0,0,634,
Brandon,Mason,DEF,WAT,3900000,0,1,0.009009009,2.31E-09,2.56E-07,0,2438,0,5,0,0,0,0,0,0.3,0,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,5768,0,0,0,0,113,0,0,0,13,
Ryan,Mason,MID,HUL,4600000,0,26,0.234234234,5.09E-08,5.65E-06,0,5097,4,27,0,0,0,1,0,5.7,0,-4,0,26,4,0,0,0,0,0,0,0,0,0,3773,0,147,0,0,927,0,0,0,126,
Arthur,Masuaku,DEF,WHU,4700000,0,34,0.306306306,6.52E-08,7.23E-06,0,25654,1,24,0,0,0,0,0,7.2,0,-3,0,34,3,0,0,0,7,0,3,0,1,0.1,19205,0,0,0,0,972,0,0,0,253,
Juan,Mata,MID,MUN,7200000,0,102,4.1,5.69E-07,1.42E-05,0,387152,3,16,0,0,0,6,0,14.2,0,-3,0,102,3,0,0,0,14,0,10,0,3,2,365444,1,586,0,1,1614,0,0,0,457,
Nemanja,Matic,MID,CHE,4800000,0,105,3,6.25E-07,2.19E-05,0,291262,4,24,0,0,0,1,0,21.9,0,-2,0,105,2,0,0,0,1,0,15,0,8,3.9,326634,0,373,0,0,2694,0,0,0,550,
Joel,Matip,DEF,LIV,5400000,6,97,3.3,6.11E-07,1.80E-05,0,152752,3,25,0,0,0,1,0,18,0,-1,0,97,1,0,0,0,7,0,9,0,0,3.2,189764,0,0,0,0,2457,0,0,0,557,
Adam,Matthews,DEF,SUN,4000000,0,0,0,0,0,0,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,4,0,0,0,0,0,0,0,
Alfie,Mawson,DEF,SWA,4600000,2,94,3.5,7.61E-07,2.04E-05,0,61720,1,45,0,0,0,4,0,20.4,0,1,0,94,-1,0,0,0,9,0,7,0,0,1.9,141691,2,0,0,3,2430,0,0,0,541,
Dieumerci,Mbokani,FWD,HUL,5400000,0,27,0.243243243,4.50E-08,5.00E-06,0,8157,0,16,0,0,0,0,0,5,0,-1,0,27,1,0,0,0,0,0,3,0,2,0,8383,0,0,0,0,764,0,0,0,43,
James,McArthur,MID,CRY,4700000,2,93,0.837837838,1.78E-07,1.98E-05,0,203344,5,39,0,0,0,5,0,19.8,0,-3,0,93,3,0,0,0,8,0,3,0,3,1,228956,0,282,0,1,1999,0,0,0,363,
Gareth,McAuley,DEF,WBA,5000000,0,131,3.6,7.20E-07,2.62E-05,0,1012775,5,45,0,0,0,6,0,26.2,0,5,0,131,-5,0,0,0,14,0,7,0,1,24.7,1560638,1,339,0,4,3140,0,0,0,576,
Oliver,McBurnie,FWD,SWA,4500000,0,5,0.045045045,1.00E-08,1.11E-06,0,6027,0,5,0,0,0,0,0,1.1,0,0,0,5,0,0,0,0,0,0,0,0,0,0.1,7060,0,0,0,0,82,0,0,0,17,
Alex,McCarthy,GLK,SOU,4300000,0,0,0,0,0,0,6053,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,840,0,82,0,0,0,0,0,0,0,
James,McCarthy,MID,EVE,4700000,0,23,0.207207207,4.41E-08,4.89E-06,0,15886,2,10,0,0,0,1,0,4.9,0,-3,0,23,3,0,0,0,0,0,0,0,1,0.2,6679,0,365,0,0,613,0,0,0,100,
James,McClean,MID,WBA,4800000,1,52,0.468468468,9.76E-08,1.08E-05,0,13907,9,24,0,0,0,1,0,10.8,0,-2,0,52,2,0,0,0,1,0,2,0,3,0.1,10324,0,336,0,0,1477,0,0,0,236,
Luke,McGee,GLK,TOT,3900000,0,0,0,0,0,0,3631,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4311,0,0,0,0,0,0,0,0,0,
Allan,McGregor,GLK,HUL,4400000,0,0,0,0,0,0,1069,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,
Callum,McManaman,MID,WBA,4300000,0,0,0,0,0,0,8969,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,4326,0,27,0,0,0,0,0,0,0,
Patrick,McNair,DEF,SUN,4200000,0,12,0.108108108,2.57E-08,2.86E-06,0,15668,0,9,0,0,0,0,0,2.9,0,-3,0,12,3,0,0,0,0,0,1,0,0,0.2,5004,1,28,0,0,353,0,0,0,58,
Sam,McQueen,MID,SOU,4200000,0,23,0.207207207,4.93E-08,5.48E-06,0,8188,0,9,0,0,0,0,0,5.5,0,-3,0,23,3,0,0,0,0,0,1,0,1,0.1,10744,0,0,0,0,616,0,0,0,132,
Scott,McTominay,MID,MUN,4500000,2,3,0.027027027,6.01E-09,6.67E-07,0,48,1,0,0,0,0,0,0,0.7,0,0,0,3,0,0,0,0,0,0,1,0,0,0,868,0,0,0,0,97,0,0,0,16,
Ben,Mee,DEF,BUR,4400000,0,94,2.8,6.36E-07,2.14E-05,0,182928,5,49,0,0,0,1,0,21.4,0,-1,0,94,1,0,0,0,6,0,9,0,2,2.2,239402,2,0,0,0,3015,0,0,0,592,
Nampalys,Mendy,MID,LEI,4400000,0,6,1.5,3.41E-07,1.36E-06,0,31624,1,5,0,0,0,0,0,1.4,0,-1,0,6,1,0,0,0,0,0,1,0,0,0.3,3697,0,0,0,0,269,0,0,0,26,
Per,Mertesacker,DEF,ARS,4800000,1,1,0.009009009,1.88E-09,2.08E-07,0,5912,0,1,0,0,0,0,0,0.2,0,-2,0,1,2,0,0,0,0,0,0,0,0,0.2,2141,0,265,0,0,38,0,0,0,5,
David,Meyler,MID,HUL,4400000,0,33,0.297297297,6.76E-08,7.50E-06,0,19275,2,23,0,0,0,1,0,7.5,0,-1,0,33,1,0,0,0,0,0,2,0,0,0.2,15717,0,0,0,0,962,0,0,0,179,
Matt,Miazga,DEF,CHE,4400000,0,0,0,0,0,0,3930,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,486,0,18,0,0,0,0,0,0,0,
Simon,Mignolet,GLK,LIV,4800000,7,110,3.9,8.13E-07,2.29E-05,0,161420,0,30,0,52,0,0,0,22.9,0,-2,0,110,2,0,0,0,7,0,9,0,0,3.5,191996,0,340,2,1,2520,0,0,0,506,
,Mika,GLK,SUN,4400000,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,
John Obi,Mikel,MID,CHE,4400000,0,0,0,0,0,0,5335,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1966,0,209,0,0,0,0,0,0,0,
Luka,Milivojevic,MID,CRY,5000000,2,42,0.378378378,7.57E-08,8.40E-06,0,2397,4,16,0,0,0,2,0,8.4,0,0,0,42,0,0,0,0,3,0,5,0,0,0.1,4549,0,0,0,0,1224,0,0,0,169,
James,Milner,MID,LIV,6300000,3,139,3.9,6.19E-07,2.21E-05,0,610105,5,35,0,0,0,7,0,22.1,0,-2,0,139,2,0,1,0,16,0,12,0,4,4.8,720125,0,508,0,3,3154,0,0,0,682,
Tyrone,Mings,DEF,BOU,4500000,0,4,0.036036036,8.01E-09,8.89E-07,0,2242,0,16,0,0,0,0,0,0.9,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1890,2,1,0,0,506,0,0,0,89,
Kevin,Mirallas,MID,EVE,5900000,2,119,3.4,5.76E-07,2.02E-05,0,354610,2,26,0,0,0,4,0,20.2,0,-6,0,119,6,0,0,0,8,0,11,0,8,2.2,374773,0,245,0,2,2074,0,0,0,420,
Demetri,Mitchell,DEF,MUN,4000000,8,8,0.072072072,1.80E-08,2.00E-06,0,25,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,2,0,1,0,0,0,471,0,0,0,1,90,0,0,0,35,
Henrikh,Mkhitaryan,MID,MUN,8700000,0,73,0.657657658,7.56E-08,8.39E-06,0,458737,1,8,0,0,0,4,0,8.4,0,-8,0,73,8,0,0,0,3,0,10,0,1,2.1,260173,0,0,0,1,1348,0,0,0,279,
Nacho,Monreal,DEF,ARS,5900000,2,115,3.2,5.42E-07,1.95E-05,0,273214,5,43,0,0,0,0,0,19.5,0,-1,0,115,1,0,0,0,9,0,11,0,3,6.4,299355,0,511,0,1,3153,0,0,0,681,
Jefferson,Montero,MID,SWA,5000000,0,18,1.4,2.80E-07,3.60E-06,0,8638,0,9,0,0,0,0,0,3.6,0,-5,0,18,5,0,0,0,0,0,0,0,1,0.1,2452,0,202,0,0,380,0,0,0,76,
Elliott,Moore,DEF,LEI,4000000,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,
Alberto,Moreno,DEF,LIV,4400000,1,15,0.135135135,3.07E-08,3.41E-06,0,150626,1,7,0,0,0,0,0,3.4,0,-6,0,15,6,0,0,0,1,0,0,0,1,1.4,18171,0,394,0,0,305,0,0,0,79,
Wes,Morgan,DEF,LEI,4600000,0,63,2.3,5.00E-07,1.37E-05,0,876793,3,45,0,0,0,1,0,13.7,0,-4,0,63,4,0,0,0,0,0,5,0,1,10.3,309094,0,549,0,0,2430,0,0,0,360,
James,Morrison,MID,WBA,4300000,2,84,0.756756757,1.76E-07,1.95E-05,0,121899,3,22,0,0,0,5,0,19.5,0,-7,0,84,7,0,0,0,4,0,4,0,2,1.1,160829,0,266,0,0,1741,0,0,0,328,
Victor,Moses,MID,CHE,5500000,2,105,3.1,5.64E-07,1.91E-05,0,286146,4,15,0,0,0,3,0,19.1,0,0,0,105,0,0,0,0,6,0,17,0,3,2.2,355251,0,127,0,1,2485,0,0,0,476,
Lys,Mousset,FWD,BOU,5100000,5,14,0.126126126,2.47E-08,2.75E-06,0,3721,0,4,0,0,0,0,0,2.7,0,-4,0,14,4,0,0,0,0,0,1,0,1,0.1,1984,1,0,0,0,270,0,0,0,22,
Marc,Muniesa,DEF,STK,4000000,1,34,0.306306306,7.66E-08,8.50E-06,0,51802,2,7,0,0,0,1,0,8.5,0,-5,0,34,5,0,0,0,3,0,3,0,0,0.8,73817,0,111,0,1,650,0,0,0,153,
Ahmed,Musa,FWD,LEI,6900000,0,39,0.351351351,5.09E-08,5.65E-06,0,417701,1,20,0,0,0,2,0,5.7,0,-6,0,39,6,0,0,0,5,0,1,0,0,3,79415,0,0,0,0,761,0,0,0,131,
Shkodran,Mustafi,DEF,ARS,5800000,0,90,3.5,6.03E-07,1.55E-05,0,149619,11,30,0,0,0,2,0,15.5,0,-2,0,90,2,0,0,0,8,0,8,0,2,1.4,174375,0,0,0,1,2274,0,0,0,513,
Jordon,Mutch,MID,CRY,4200000,0,4,1,2.38E-07,9.52E-07,0,22000,0,1,0,0,0,0,0,1,0,-3,0,4,3,0,0,0,0,0,0,0,0,0.3,20321,0,54,0,0,53,0,0,0,17,
Boaz,Myhill,GLK,WBA,4100000,0,0,0,0,0,0,37890,0,0,0,0,0,0,0,0,0,-4,0,0,4,0,0,0,0,0,0,0,0,0.4,3559,0,218,0,0,0,0,0,0,0,
Luciano,Narsingh,MID,SWA,5100000,4,25,0.225225225,4.42E-08,4.90E-06,0,3786,0,8,0,0,0,0,0,4.9,0,-4,0,25,4,0,0,0,0,0,1,0,3,0,4417,0,0,0,0,416,0,0,0,75,
Samir,Nasri,MID,MCI,6400000,0,1,1,1.56E-07,1.56E-07,0,13030,0,0,0,0,0,0,0,0.2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1395,0,164,0,0,16,0,0,0,0,
Kyle,Naughton,DEF,SWA,4400000,2,82,2.6,5.91E-07,1.86E-05,0,63284,5,48,0,0,0,1,0,18.6,0,-1,0,82,1,0,0,0,7,0,8,0,0,2.1,104537,1,239,0,1,2714,0,0,0,528,
Jesus,Navas,MID,MCI,6100000,1,48,0.432432432,7.09E-08,7.87E-06,0,42185,2,17,0,0,0,0,0,7.9,0,-4,0,48,4,0,0,0,6,0,2,0,3,0.6,19360,0,408,0,0,1064,0,0,0,245,
Alfred,N'Diaye,MID,HUL,4100000,2,34,2.3,5.61E-07,8.29E-06,0,51063,7,30,0,0,0,1,0,8.3,0,-4,0,34,4,0,0,0,2,0,4,0,0,0.8,83308,0,0,0,0,1273,0,0,0,177,
Wilfred,Ndidi,MID,LEI,4600000,2,59,0.531531532,1.16E-07,1.28E-05,0,28982,0,28,0,0,0,2,0,12.8,0,-4,0,59,4,0,0,0,2,0,4,0,3,0.7,60743,0,0,0,1,1521,0,0,0,288,
Didier,Ndong,MID,SUN,4800000,0,67,2.2,4.58E-07,1.40E-05,0,3733,5,48,0,0,0,1,0,14,0,-2,0,67,2,0,0,0,1,0,5,0,1,0,5171,0,0,0,0,2520,0,0,0,397,
Alvaro,Negredo,FWD,MID,6100000,1,130,3.6,5.90E-07,2.13E-05,0,1906465,5,45,0,0,0,9,0,21.3,0,-4,0,130,4,0,0,0,17,0,10,0,5,10.9,1804609,0,0,0,4,2872,0,0,0,436,
Julien,Ngoy,FWD,STK,4500000,0,5,0.045045045,1.00E-08,1.11E-06,0,5478,0,1,0,0,0,0,0,1.1,0,0,0,5,0,0,0,0,0,0,0,0,0,0.1,7063,0,0,0,0,49,0,0,0,16,
M'Baye,Niang,FWD,WAT,5800000,2,49,0.441441441,7.61E-08,8.45E-06,0,55492,2,27,0,0,0,2,0,8.4,0,-2,0,49,2,0,0,0,6,0,3,0,2,0.4,71728,0,0,0,1,1246,0,0,0,183,
Oumar,Niasse,FWD,HUL,5500000,5,44,0.396396396,7.21E-08,8.00E-06,0,44274,3,30,0,0,0,4,0,8,0,-5,0,44,5,0,0,0,3,0,2,0,1,0.4,56031,0,19,0,1,1096,0,0,1,125,
Clinton,N'Jie,FWD,TOT,5900000,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,521,0,38,0,0,0,0,0,0,0,
Georges-Kevin,Nkoudou,MID,TOT,6800000,0,8,0.072072072,1.06E-08,1.18E-06,0,663,0,0,0,0,0,0,0,1.2,0,-2,0,8,2,0,0,0,0,0,0,0,0,0,646,0,0,0,0,54,0,0,0,25,
Mark,Noble,MID,WHU,6200000,0,71,2.4,3.87E-07,1.15E-05,0,132809,10,40,0,0,0,3,0,11.5,0,-3,0,71,3,0,1,0,5,0,8,0,0,1.2,22537,0,581,0,1,2389,0,0,0,389,
,Nolito,MID,MCI,8400000,0,54,0.486486486,5.79E-08,6.43E-06,0,258323,3,7,0,0,0,4,0,6.4,0,-6,0,54,6,0,0,0,2,0,3,0,3,1,213655,0,0,0,1,777,0,0,1,170,
Kristoffer,Nordfeldt,GLK,SWA,3900000,3,3,0.027027027,6.93E-09,7.69E-07,0,56296,0,1,0,4,0,0,0,0.8,0,-1,0,3,1,0,0,0,0,0,0,0,0,3.4,78812,0,10,0,0,90,0,0,0,12,
Havard,Nordtveit,MID,WHU,4700000,0,31,0.279279279,5.94E-08,6.60E-06,0,5249,2,20,0,0,0,0,0,6.6,0,-3,0,31,3,0,0,0,0,0,3,0,1,0.1,1633,0,0,0,0,957,0,0,0,160,
