FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Jordan,Pickford,GLK,SUN,4100000,0,59,3.3,8.04878048780488E-07,1.4390243902439E-05,0,413106,0,31,0,84,0,0,0,14.4,1886,1,0,59,-1,0.6,0,2.5,3,0,2,0,0,9.4,446390,0,18,0,2,1620,12199,0,0,367,Burnley,Watford,Leicester,Man Utd,West Ham,4,2.5,2.1,3,4.6,0,4.5,3,3.7,2.8
Jeremy,Pied,DEF,SOU,4700000,0,1,0.0119047619047619,2.53292806484296E-09,2.12765957446809E-07,0,2733,0,0,0,0,0,0,0,0.2,5,-3,0,1,3,0,0,0,0,0,0,0,0,0,245,0,0,0,0,12,5,0,0,2,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0,0,0,0,0,0,0,0,0,0
Steven,Pienaar,MID,SUN,4800000,0,15,0.178571428571429,3.7202380952381E-08,3.125E-06,0,1042,4,13,0,0,0,0,0,3.1,9,-2,0,15,2,0,0,0,0,0,2,0,0,0,942,0,0,0,0,748,5,0,1,74,Burnley,Watford,Leicester,Man Utd,West Ham,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1
Erik,Pieters,DEF,STK,4700000,0,89,3.3,7.02127659574468E-07,1.8936170212766E-05,0,251011,4,36,0,0,0,0,0,19.3,6484,2,-1,89,-2,1,0,4.7,9,0,9,0,2,8.3,408030,0,388,0,1,2430,17824,1,0,516,Chelsea,Leicester,Burnley,Liverpool,Hull City,3.9,2.1,2.1,4.8,4.3,2.9,4.7,3.4,4.5,3.2
Alex,Pike,DEF,WHU,4000000,0,0,0,0,0,0,1255,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0,0,0,0,8,0,0,0,Leicester,Hull City,Arsenal,Swansea,Sunderland,0,0,0,0,0,0,0,0,0,0
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0,0,0,0,18870,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1932,0,16,0,0,0,3,0,0,0,Arsenal,Man Utd,Watford,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0
Paul,Pogba,MID,MUN,8300000,0,93,3.7,4.4578313253012E-07,1.12048192771084E-05,0,787742,7,21,0,0,0,4,0,11.2,18134,-2,0,93,2,0.2,0,2,11,0,10,0,3,8.1,607841,0,0,0,1,2250,3002,0,0,431,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0,0,0,4.2,3,3.3,3.7,2.5,2.3,3.3
Nick,Pope,GLK,BUR,3900000,0,0,0,0,0,0,44628,0,0,0,0,0,0,0,0,1080,-1,0,0,1,0,0,0,0,0,0,0,0,2.2,42602,0,0,0,0,0,953,0,0,0,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,0,0,0,0,0,0,0,0,0,0
Alex,Pritchard,MID,TOT,4500000,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,-4,0,0,0,1,0,0,0,Southampton,Burnley,Swansea,Watford,Bournemouth,0,0,0,0,0,0,0,0,0,0
Sebastian,Prodl,DEF,WAT,4500000,0,58,2.3,5.11111111111111E-07,1.28888888888889E-05,0,72101,7,37,0,0,0,1,0,12.9,1407,0,0,58,0,-0.1,0,-0.5,3,0,4,0,2,1.1,102739,0,181,0,1,2095,554,0,0,338,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,2.2,2.1,2.7,1.3,2.2,1.7,3,1.2,1.3,2.1
Marc,Pugh,MID,BOU,4600000,1,29,0.345238095238095,7.50517598343685E-08,6.30434782608696E-06,0,6841,1,11,0,0,0,1,0,6.3,93,-4,0,29,4,0.5,0,2.3,3,0,1,0,2,0.1,5114,0,245,0,1,506,53,0,0,112,Swansea,Southampton,Liverpool,Chelsea,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jason,Puncheon,MID,CRY,5100000,0,60,2.4,4.70588235294118E-07,1.17647058823529E-05,0,98742,8,36,0,0,0,0,0,11.8,363,-4,1,60,4,0.6,0,3,4,0,4,0,4,0.6,73622,0,381,0,0,2103,539,-1,0,345,Watford,Chelsea,Southampton,Arsenal,Leicester,2.4,1.2,1.5,1.3,2.5,1.2,2.6,1.4,2.5,1.8
Domingos,Quina,MID,WHU,4500000,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,15,0,0,0,Leicester,Hull City,Arsenal,Swansea,Sunderland,0,0,0,0,0,0,0,0,0,0
Gaston,Ramirez,MID,MID,5200000,0,56,2.8,5.38461538461538E-07,1.07692307692308E-05,0,106269,8,15,0,0,0,2,0,10.8,280,-3,0,56,3,0.3,0,1.5,6,0,6,0,3,0.5,76100,0,0,0,0,1348,116,0,0,218,Man Utd,Swansea,Hull City,Burnley,Arsenal,2.4,2,2.3,3.5,2,1.7,2,1.4,2.5,1.4
Aaron,Ramsey,MID,ARS,7600000,0,18,0.214285714285714,2.81954887218045E-08,2.36842105263158E-06,0,149384,3,11,0,0,0,0,0,2.4,51,-4,0,18,4,0,0,0,0,0,1,0,1,0.9,13759,0,558,0,0,556,176,0,0,78,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,3900000,0,0,0,0,0,0,56388,0,0,0,0,0,0,0,0,1133,-1,0,0,1,0,0,0,0,0,0,0,0,1.8,90167,0,30,0,0,0,982,0,0,0,Man City,Everton,Bournemouth,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0
Darren,Randolph,GLK,WHU,4400000,10,59,3.5,7.95454545454545E-07,1.34090909090909E-05,0,39169,0,29,0,53,0,0,0,13.4,1514,-1,0,59,1,1,0,4.3,5,0,3,0,0,1.8,82473,0,56,1,1,1530,2377,0,0,300,Leicester,Hull City,Arsenal,Swansea,Sunderland,3.8,3.5,4.1,3.9,3,3.9,3.7,4.3,5,2.6
Angel,Rangel,DEF,SWA,4200000,1,26,0.30952380952381,7.36961451247166E-08,6.19047619047619E-06,0,13810,1,24,0,0,0,1,0,6.2,569,-3,0,26,3,0.2,0,0.7,1,0,1,0,0,0.2,6662,0,194,0,0,831,48,0,0,190,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2
Andrea,Ranocchia,DEF,HUL,4500000,2,18,0.214285714285714,4.76190476190476E-08,4E-06,0,9391,1,7,0,0,0,0,0,4,2072,0,0,18,0,0.4,0,1.7,3,0,1,0,1,0.8,43646,0,0,0,1,475,279,0,0,107,Everton,West Ham,Middlesbrough,Man City,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tokelo,Rantie,FWD,BOU,4500000,0,0,0,0,0,0,14234,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2002,0,3,0,0,0,16,0,0,0,Swansea,Southampton,Liverpool,Chelsea,Tottenham,0,0,0,0,0,0,0,0,0,0
Marcus,Rashford,FWD,MUN,6400000,0,46,2.2,3.4375E-07,7.1875E-06,0,514040,3,12,0,0,0,3,0,7.2,1653,-6,0,46,6,0,0,0,0,0,4,0,2,4.4,445928,0,237,0,0,1070,21384,0,0,184,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,1.6,2,1.8,2,1.5,1.5,2.2,1.6,1.3,1.7
Adam,Reach,MID,MID,4400000,0,0,0,0,0,0,2336,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,1,0,0,0,Man Utd,Swansea,Hull City,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0
Nathan,Redmond,MID,SOU,5800000,0,88,3.5,6.03448275862069E-07,1.51724137931034E-05,0,655387,1,30,0,0,0,5,0,15.2,3549,-2,0,88,2,2.4,0,14,9,0,8,0,1,5.2,574889,0,379,0,1,2046,19848,0,1,333,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,1.8,3.6,3.3,2.4,2.8,0,4.6,1.8,2.9,3.8
Harrison,Reed,MID,SOU,4300000,0,2,0.0238095238095238,5.53709856035437E-09,4.65116279069767E-07,0,2867,0,1,0,0,0,0,0,0.5,30,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1949,0,1,0,0,58,19,0,0,11,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0,0,0,0,0,0,0,0,0,0
Winston,Reid,DEF,WHU,5100000,1,85,3.4,6.66666666666667E-07,1.66666666666667E-05,0,210321,7,42,0,0,0,2,0,16.7,5622,1,0,85,-1,0.3,0,1.7,16,0,6,0,3,4.1,275876,0,294,0,2,2210,2335,0,1,532,Leicester,Hull City,Arsenal,Swansea,Sunderland,3.6,3.3,3.9,3.8,2.9,3.8,3.5,4.1,4.8,2.4
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,1,0,0,0,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0,0,0,0,0,0,0,0,0,0
Loic,Remy,FWD,CRY,6200000,0,5,0.0595238095238095,9.60061443932412E-09,8.06451612903226E-07,0,25112,0,2,0,0,0,0,0,0.8,86,-3,0,5,3,0,0,0,0,0,1,0,0,0.2,18027,0,62,0,0,114,12,0,0,11,Watford,Chelsea,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0
Jordan,Rhodes,FWD,MID,5400000,0,8,1.3,2.40740740740741E-07,1.48148148148148E-06,0,38985,0,2,0,0,0,0,0,1.5,30,-6,0,8,6,0,0,0,0,0,0,0,0,0.2,3416,0,0,0,0,211,6,0,0,21,Man Utd,Swansea,Hull City,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0
Declan,Rice,MID,WHU,4500000,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,39,0,0,0,Leicester,Hull City,Arsenal,Swansea,Sunderland,0,0,0,0,0,0,0,0,0,0
Andrew,Robertson,DEF,HUL,4400000,2,46,2,4.54545454545455E-07,1.04545454545455E-05,0,80351,3,40,0,0,0,0,0,10.5,3011,-1,0,46,1,0.4,0,1.7,2,0,3,0,1,2.1,117127,0,0,0,0,1953,888,0,0,340,Everton,West Ham,Middlesbrough,Man City,Stoke,1,2.4,1.9,1.3,1.4,1.7,1.4,1.7,1.7,2.1
Paul,Robinson,GLK,BUR,4000000,0,5,0.0595238095238095,1.48809523809524E-08,1.25E-06,0,59502,0,7,0,10,0,0,0,1.3,878,0,0,5,0,0.2,0,0.7,0,0,0,0,0,2.5,43044,0,0,0,0,270,743,0,0,45,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4700000,6,68,0.809523809523809,1.72239108409321E-07,1.4468085106383E-05,0,18211,1,10,0,37,0,0,0,14.5,1895,-3,0,68,3,1,0,4.7,5,0,8,0,1,1.4,65155,0,110,0,1,1107,4972,0,0,293,Hull City,Liverpool,Man Utd,Leicester,Burnley,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4
Hal,Robson-Kanu,FWD,WBA,5000000,2,35,1.6,3.2E-07,7E-06,0,34125,1,9,0,0,0,1,0,7,549,0,0,35,0,0.2,0,1,2,0,0,0,2,0.3,41109,0,0,0,0,390,221,0,0,91,Arsenal,Man Utd,Watford,Southampton,Liverpool,1.2,0.8,0.9,1.4,1.6,0,1.7,0.8,1,1.1
Jay,Rodriguez,MID,SOU,6000000,0,50,0.595238095238095,9.92063492063492E-08,8.33333333333333E-06,0,61388,0,12,0,0,0,4,0,8.2,581,-5,1,50,5,0,0,0,5,0,2,0,1,0.3,52680,0,56,0,1,671,80,-1,0,114,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3
Jack,Rodwell,MID,SUN,4300000,0,26,1.9,4.41860465116279E-07,6.04651162790698E-06,0,86023,4,21,0,0,0,0,0,6,175,-2,0,26,2,0.1,0,0.5,1,0,1,0,1,0.6,68064,0,112,0,0,1046,125,0,0,139,Burnley,Watford,Leicester,Man Utd,West Ham,2,1.3,1.1,1.3,1,0,1.4,1.2,1.4,1
Marcos,Rojo,DEF,MUN,5200000,0,57,3.6,6.92307692307692E-07,1.09615384615385E-05,0,46459,3,11,0,0,0,1,0,11,807,-3,0,57,3,1.5,0,8,6,0,5,0,0,1.1,58072,0,192,0,0,1281,12906,0,0,293,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,3.6,4.7,4,3.3,4,2.8,4,4.4,3.1,4.3
Sergio,Romero,GLK,MUN,4700000,0,0,0,0,0,0,3728,0,0,0,0,0,0,0,0,20,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,972,0,40,0,0,0,17,0,0,0,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6500000,1,96,3.4,5.23076923076923E-07,1.47692307692308E-05,0,781773,2,33,0,0,0,7,0,14.5,36413,0,1,96,0,0.3,0,1.7,8,0,6,0,3,5.7,889020,0,354,0,1,2241,1878,-1,0,262,Arsenal,Man Utd,Watford,Southampton,Liverpool,3.8,2.8,3,4.3,4.5,0,4.8,2.7,3.3,3.6
Wayne,Rooney,FWD,MUN,8600000,0,51,0.607142857142857,7.05980066445183E-08,5.93023255813954E-06,0,276376,5,11,0,0,0,2,0,5.9,617,-4,0,51,4,0.2,0,2,6,0,3,0,5,2.3,142476,0,509,0,0,997,570,0,0,206,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Danny,Rose,DEF,TOT,5900000,0,84,4.7,7.96610169491525E-07,1.42372881355932E-05,0,524487,8,11,0,0,0,2,0,14.2,7326,-1,0,84,1,0,0,0,6,0,8,0,3,4.8,385908,0,346,0,2,1530,580,0,0,357,Southampton,Burnley,Swansea,Watford,Bournemouth,0,0,0,0,0,0,7,5.2,5.4,4.5
Jack,Rose,GLK,WBA,4000000,0,0,0,0,0,0,4952,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0.2,9039,0,0,0,0,0,43,0,0,0,Arsenal,Man Utd,Watford,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0
Wayne,Routledge,MID,SWA,4600000,2,64,2.7,5.8695652173913E-07,1.39130434782609E-05,0,49072,1,38,0,0,0,2,0,13.9,1623,-4,0,64,4,0.3,0,1.3,1,0,5,0,2,0.4,43589,0,269,0,0,1758,575,0,0,199,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,1.7,2.7,2.2,1.5,2.4,2.4,2,2.5,2.5,2.3
Charlie,Rowan,DEF,WAT,4000000,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,0,0,27,0,0,0,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
Bacary,Sagna,DEF,MCI,5300000,0,53,0.630952380952381,1.19047619047619E-07,1E-05,0,231767,2,14,0,0,0,0,0,10,448,-2,0,53,2,1.2,0,6.5,3,0,6,0,1,1.8,34717,0,386,0,1,1292,1347,0,0,306,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.4,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3
Diafra,Sakho,FWD,WHU,5800000,0,10,0.119047619047619,2.05254515599343E-08,1.72413793103448E-06,0,7802,0,2,0,0,0,1,0,1.7,44,-2,0,10,2,0,0,0,2,0,0,0,0,0.1,4038,0,286,0,0,125,25,0,0,29,Leicester,Hull City,Arsenal,Swansea,Sunderland,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mamadou,Sakho,DEF,CRY,4700000,0,15,0.178571428571429,3.79939209726444E-08,3.19148936170213E-06,0,6604,0,0,0,0,0,0,0,3.2,499,-3,0,15,3,1.6,0,7.5,3,0,2,0,0,0.6,24468,0,273,0,0,180,12269,0,0,54,Watford,Chelsea,Southampton,Arsenal,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Bakary,Sako,MID,CRY,5300000,0,4,0.0476190476190476,8.98472596585804E-09,7.54716981132075E-07,0,1174,0,3,0,0,0,0,0,0.8,8,-2,0,4,2,0,0,0,0,0,0,0,0,0,635,0,220,0,0,63,26,0,0,14,Watford,Chelsea,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0
Alexis,Sanchez,MID,ARS,11500000,0,187,7.2,6.26086956521739E-07,1.62608695652174E-05,0,1371451,5,28,0,0,0,17,0,16.3,16995,5,0,187,-5,0.3,1,4,21,0,8,0,10,26.7,2015169,0,690,0,7,2188,87592,0,0,599,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,7.7,8.2,8.2,8.9,8.8,0,6.3,9.4,8,10
Leroy,Sane,MID,MCI,7500000,0,56,0.666666666666667,8.88888888888889E-08,7.46666666666667E-06,0,94702,2,7,0,0,0,3,0,7.5,7299,-5,1,56,5,0.8,0,6,5,0,4,0,3,3.2,204011,0,0,0,0,930,26511,-1,0,190,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3
Yaya,Sanogo,FWD,ARS,4600000,0,0,0,0,0,0,9179,0,0,0,0,0,0,0,0,32,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,3498,0,0,0,0,0,26,0,0,0,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0,0,0,0,0,0,0,0,0,0
Jeffrey,Schlupp,DEF,CRY,4700000,0,10,0.119047619047619,2.53292806484296E-08,2.12765957446809E-06,0,18497,0,4,0,0,0,0,0,2.1,127,-3,0,10,3,0.2,0,1,0,0,0,0,0,0.2,7103,0,236,0,0,294,1039,0,0,55,Watford,Chelsea,Southampton,Arsenal,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Kasper,Schmeichel,GLK,LEI,4900000,0,63,3.3,6.73469387755102E-07,1.28571428571429E-05,0,393003,1,29,0,70,0,0,0,12.9,856,-1,0,63,1,0.7,0,3.5,5,0,4,0,0,5.3,85135,0,475,0,0,1676,2031,0,0,350,West Ham,Stoke,Sunderland,Everton,Crystal Palace,3.7,4.5,3.8,2.2,3.4,0,3,3.8,2.7,4.6
Morgan,Schneiderlin,MID,EVE,4600000,9,25,0.297619047619048,6.46997929606625E-08,5.43478260869565E-06,0,25706,1,8,0,0,0,1,0,5.4,1155,-4,0,25,4,1,0,4.7,1,0,3,0,0,0.9,46560,0,317,0,1,612,7710,0,0,129,Hull City,Liverpool,Man Utd,Leicester,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Bastian,Schweinsteiger,MID,MUN,5100000,0,0,0,0,0,0,7002,0,0,0,0,0,0,0,0,34,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,1671,0,200,0,0,0,16,0,0,0,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,6000000,0,51,0.607142857142857,1.01190476190476E-07,8.5E-06,0,471207,1,10,0,0,0,3,0,8.5,386,-5,0,51,5,0,0,0,5,0,6,0,0,2.8,237927,0,302,0,1,1072,248,0,0,164,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Luke,Shaw,DEF,MUN,5200000,0,30,0.357142857142857,6.86813186813187E-08,5.76923076923077E-06,0,851296,0,6,0,0,0,0,0,5.8,598,-3,0,30,3,0.4,0,2,2,0,3,0,1,6.6,369010,0,92,0,1,594,346,0,0,153,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ryan,Shawcross,DEF,STK,4900000,0,76,3,6.12244897959184E-07,1.55102040816327E-05,0,102012,5,37,0,0,0,1,0,15.5,988,-1,0,76,1,0.8,0,3.7,6,0,7,0,2,1.8,85479,1,176,0,2,2250,1097,0,0,403,Chelsea,Leicester,Burnley,Liverpool,Hull City,3.4,1.7,1.8,4.3,3.8,2.5,4.1,2.9,3.9,2.7
,Sheyi Ojo,MID,LIV,4700000,0,0,0,0,0,0,933,0,0,0,0,0,0,0,0,5,-3,0,0,3,0,0,0,0,0,0,0,0,0,235,0,81,0,0,0,9,0,0,0,Man City,Everton,Bournemouth,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,SWA,7800000,7,143,5.1,6.53846153846154E-07,1.83333333333333E-05,0,647831,2,61,0,0,0,8,0,18.6,25288,3,-1,143,-3,0.7,0,5.7,15,0,3,0,11,18.7,1136442,0,586,0,3,2427,37688,1,0,532,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,4.8,6.6,5.8,4.2,6.1,6.2,5.4,6.2,6.3,6
David,Silva,MID,MCI,8600000,0,87,3.5,4.06976744186047E-07,1.01162790697674E-05,0,237933,4,26,0,0,0,2,0,10.1,1746,-4,0,87,4,0.4,0,3.5,9,0,7,0,6,2.2,99638,0,351,0,1,2032,1250,0,0,429,Liverpool,Arsenal,Chelsea,Hull City,Southampton,2.5,2.3,2.3,4.4,2.7,0,3.3,3,4.3,3.6
Danny,Simpson,DEF,LEI,4800000,0,50,2,4.16666666666667E-07,1.04166666666667E-05,0,83425,8,36,0,0,0,0,0,10.4,247,-2,0,50,2,0.4,0,2,1,0,5,0,1,1.1,22019,0,390,0,0,2088,516,0,0,337,West Ham,Stoke,Sunderland,Everton,Crystal Palace,1.7,2.3,1.8,1,1.6,0,1.3,1.8,1.2,2.3
Joshua,Sims,MID,SOU,4200000,0,10,0.119047619047619,2.83446712018141E-08,2.38095238095238E-06,0,21801,0,1,0,0,0,0,0,2.4,854,-3,0,10,3,0,0,0,0,0,1,0,1,0.3,33326,0,0,0,0,158,453,0,0,42,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1
Jerome,Sinclair,FWD,WAT,4800000,0,6,1.2,2.5E-07,1.25E-06,0,17983,0,1,0,0,0,0,0,1.3,64,-2,0,6,2,0,0,0,0,0,0,0,0,0.2,7251,0,0,0,0,116,5,0,0,11,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,6600000,0,34,0.404761904761905,6.13275613275613E-08,5.15151515151515E-06,0,13771,2,3,0,0,0,0,0,5.2,37,-4,0,34,4,0.1,0,0.5,0,0,4,0,3,0.1,12931,0,0,0,0,629,46,0,0,117,Southampton,Burnley,Swansea,Watford,Bournemouth,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2
Islam,Slimani,FWD,LEI,8200000,0,60,0.714285714285714,8.71080139372822E-08,7.31707317073171E-06,0,149589,1,14,0,0,0,5,0,7.3,171,-3,0,60,3,0.1,0,0.5,7,0,5,0,3,0.6,150723,0,0,0,1,956,260,0,0,189,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0.4,0.4,0.5,0.4,0.4,0,0.4,0.4,0.4,0.4
Chris,Smalling,DEF,MUN,5800000,0,42,0.5,8.62068965517241E-08,7.24137931034483E-06,0,54637,0,11,0,0,0,1,0,7.2,412,-2,0,42,2,0,0,0,1,0,3,0,1,1.2,27150,0,381,0,0,857,619,0,0,221,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Smith,DEF,BOU,4500000,1,65,2.5,5.55555555555556E-07,1.44444444444444E-05,0,483208,6,48,0,0,0,1,0,14.4,5721,0,0,65,0,0.3,0,1.3,5,0,4,0,4,6.4,624064,0,297,0,1,2201,4159,0,0,428,Swansea,Southampton,Liverpool,Chelsea,Tottenham,2.5,2.1,2.4,2.5,1.5,2.6,1.6,3,2.7,1.3
Bradley,Smith,DEF,BOU,4000000,0,4,0.0476190476190476,1.19047619047619E-08,1E-06,0,158532,1,9,0,0,0,0,0,1,1400,0,0,4,0,0,0,0,0,0,0,0,0,2.6,83683,0,35,0,0,269,378,0,0,35,Swansea,Southampton,Liverpool,Chelsea,Tottenham,0,0,0,0,0,0,0,0,0,0
Robert,Snodgrass,MID,WHU,5800000,1,112,4.3,7.41379310344828E-07,1.93103448275862E-05,0,856145,2,49,0,0,0,7,0,19.3,111269,3,0,112,-3,0.3,0,1.7,16,0,2,0,4,9.8,1168616,0,0,0,2,2100,3538,0,0,419,Leicester,Hull City,Arsenal,Swansea,Sunderland,0,4.7,3,4.7,5,4.9,3.8,4.5,3.6,4
Ramadan,Sobhi,MID,STK,4800000,0,27,0.321428571428571,6.69642857142857E-08,5.625E-06,0,40093,1,7,0,0,0,0,0,5.6,690,-7,0,27,7,0.5,0,2.3,1,0,4,0,2,0.6,23893,0,0,0,0,551,1967,0,0,114,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Dominic,Solanke,FWD,CHE,5000000,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,719,0,0,0,0,0,21,0,0,0,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0
Heung-Min,Son,MID,TOT,6900000,0,100,1.19047619047619,1.72532781228433E-07,1.44927536231884E-05,0,781076,2,12,0,0,0,7,0,14.7,3703,-6,-1,100,6,0.1,0,0.5,6,0,7,0,6,5.4,952316,0,244,0,2,1253,91513,1,0,289,Southampton,Burnley,Swansea,Watford,Bournemouth,0.7,0.6,0.6,1,0.7,0,0.6,0.6,0.6,0.6
Pape,Souare,DEF,CRY,4200000,0,6,0.0714285714285714,1.70068027210884E-08,1.42857142857143E-06,0,53702,0,3,0,0,0,0,0,1.4,54,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,20611,0,354,0,0,270,19,0,0,37,Watford,Chelsea,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0
Julian,Speroni,GLK,CRY,4300000,0,0,0,0,0,0,7084,0,0,0,0,0,0,0,0,30,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1195,0,13,0,0,0,6,0,0,0,Watford,Chelsea,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0
