FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Almen,Abdi,MID,WAT,5000000,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,250,0,0,0,2,0,0,0,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
Charlie,Adam,MID,STK,4700000,0,54,2.8,5.95744680851064E-07,1.14893617021277E-05,0,45730,6,19,0,0,0,1,0,11.5,2528,-3,0,54,3,0,0,0,5,0,6,0,4,0.5,60102,0,109,0,1,1258,85,0,0,204,Chelsea,Leicester,Burnley,Liverpool,Hull City,2.1,2,1.8,2,3.4,1.9,2,1.6,2,1.6
Albert,Adomah,MID,MID,5400000,0,3,1.5,2.77777777777778E-07,5.55555555555556E-07,0,10211,0,2,0,0,0,0,0,0.6,3,-1,0,3,1,0,0,0,0,0,0,0,0,0,822,0,0,0,0,122,4,0,0,6,Man Utd,Swansea,Hull City,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0
,Adrian,GLK,WHU,4600000,0,37,0.44047619047619,9.57556935817805E-08,8.04347826086956E-06,0,108329,1,20,0,37,0,0,0,8,372,-4,0,37,4,0,0,0,3,0,3,0,0,1.7,55453,0,356,0,0,990,36,0,0,198,Leicester,Hull City,Arsenal,Swansea,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ibrahim,Afellay,MID,STK,5400000,0,14,0.166666666666667,3.08641975308642E-08,2.59259259259259E-06,0,1182,0,5,0,0,0,0,0,2.6,39,-1,0,14,1,0.2,0,1,0,0,0,0,0,0,1104,0,270,0,0,378,10,0,0,61,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Benik,Afobe,FWD,BOU,5400000,2,50,2.2,4.07407407407407E-07,9.25925925925926E-06,0,65834,1,16,0,0,0,3,0,9.3,3089,-6,0,50,6,0.3,1,1.7,3,0,2,0,3,0.7,66967,0,146,0,0,861,2824,0,0,135,Swansea,Southampton,Liverpool,Chelsea,Tottenham,2.4,1.5,1.6,1.7,1.2,2.1,1.8,2.1,2.6,1.6
Sergio,Aguero,FWD,MCI,12700000,0,103,4.9,3.85826771653543E-07,8.11023622047244E-06,0,3263153,3,21,0,0,0,12,0,8.1,35039,-3,1,103,3,0.4,1,4.5,19,0,5,0,2,21.6,2389176,0,789,0,4,1603,48402,-1,1,368,Liverpool,Arsenal,Chelsea,Hull City,Southampton,6.9,5.5,4.6,7,5.8,0,5.4,5.7,7.3,5.7
Daniel,Agyei,FWD,BUR,4500000,1,1,0.0119047619047619,2.64550264550265E-09,2.22222222222222E-07,0,92,0,0,0,0,0,0,0,0.2,22,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,277,0,0,0,0,1,74,0,0,3,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,0,0,0,0,0,0,0,0,0,0
Ola,Aina,DEF,CHE,4500000,0,2,0.0238095238095238,5.29100529100529E-09,4.44444444444444E-07,0,4760,0,0,0,0,0,0,0,0.4,13,-5,0,2,5,0,0,0,0,0,0,0,0,0.1,623,0,0,0,0,10,5,0,0,6,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0
Nathan,Ake,DEF,CHE,3900000,0,51,0.607142857142857,1.55677655677656E-07,1.30769230769231E-05,0,428935,0,17,0,0,0,3,0,13.1,9463,-6,0,51,6,0,0,0,8,0,3,0,0,4.5,518279,0,232,0,2,735,7367,0,0,236,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3
Chuba,Akpom,FWD,ARS,5100000,0,0,0,0,0,0,8923,0,0,0,0,0,0,0,0,9,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,1354,0,0,0,0,0,2,0,0,0,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0,0,0,0,0,0,0,0,0,0
Marc,Albrighton,MID,LEI,4900000,0,53,2.3,4.69387755102041E-07,1.08163265306122E-05,0,67428,3,29,0,0,0,0,0,10.8,607,-6,0,53,6,0.7,0,3.5,2,0,6,0,2,0.8,23862,0,519,0,0,1615,3708,0,0,271,West Ham,Stoke,Sunderland,Everton,Crystal Palace,1.2,2.1,2.7,1.2,1.3,0,1.2,2.6,1.2,2
Toby,Alderweireld,DEF,TOT,6300000,0,71,3.7,5.87301587301587E-07,1.12698412698413E-05,0,641965,1,11,0,0,0,0,0,11.3,967,-2,0,71,2,0.2,0,1,3,0,9,0,0,8.9,112863,0,598,0,0,1611,2490,0,0,382,Southampton,Burnley,Swansea,Watford,Bournemouth,5.3,2.2,3.1,4.5,5.4,0,5.4,4.1,3.8,3.1
Trent,Alexander-Arnold,MID,LIV,4300000,0,5,0.0595238095238095,1.38427464008859E-08,1.16279069767442E-06,0,1651,0,1,0,0,0,0,0,1.2,34,-2,0,5,2,0.1,0,0.3,0,0,0,0,0,0,1726,0,0,0,0,93,20,0,0,21,Man City,Everton,Bournemouth,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0
Joe,Allen,MID,STK,5200000,0,102,3.8,7.30769230769231E-07,1.96153846153846E-05,0,935464,7,38,0,0,0,6,0,19.6,29654,2,0,102,-2,0.5,0,2.7,10,0,8,0,3,10.4,1260417,0,132,0,1,2242,10453,0,0,432,Chelsea,Leicester,Burnley,Liverpool,Hull City,3.4,3.3,3,3.2,5.2,3.2,3.3,2.7,3.3,2.7
Bamidele,Alli,MID,TOT,8800000,0,155,6,6.81818181818182E-07,1.76136363636364E-05,0,836927,4,16,0,0,0,13,0,17.8,7399,3,-1,155,-3,1.1,0,10,14,0,12,0,6,26.6,1494657,0,666,0,3,2071,128774,1,0,459,Southampton,Burnley,Swansea,Watford,Bournemouth,8,5.5,5.8,9,8.1,0,6.9,4.4,7.8,6.2
Ryan,Allsop,GLK,BOU,4000000,0,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3248,0,0,0,0,0,76,0,0,0,Swansea,Southampton,Liverpool,Chelsea,Tottenham,0,0,0,0,0,0,0,0,0,0
Marcos,Alonso,DEF,CHE,6800000,0,126,5.7,8.38235294117647E-07,1.85294117647059E-05,0,216204,2,11,0,0,0,4,0,18.5,7896,8,0,126,-8,0.3,0,2,6,0,12,0,3,15,794825,0,0,0,2,1900,18623,0,0,477,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,6.7,7.8,7.6,6.8,5.9,0,5.8,8.1,6.7,7.6
Daniel,Amartey,MID,LEI,4400000,0,46,2.4,5.45454545454545E-07,1.04545454545455E-05,0,25756,3,25,0,0,0,1,0,10.5,255,-1,1,46,1,0.1,0,0.5,3,0,4,0,1,0.2,27345,0,23,0,1,1420,127,-1,0,216,West Ham,Stoke,Sunderland,Everton,Crystal Palace,1.2,2.3,2.9,1.2,1.4,0,1.2,2.8,1.2,2.1
Jordi,Amat,DEF,SWA,4000000,0,21,1.2,3E-07,5.25E-06,0,445720,5,36,0,0,0,0,0,5.3,7088,0,0,21,0,0.1,0,0.3,0,0,2,0,0,8.4,410372,0,63,0,0,1409,2360,0,0,237,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,0.7,0.8,0.9,0.9,0.6,0.9,0.6,0.7,0.6,1
Nordin,Amrabat,MID,WAT,5000000,0,46,2.6,5.2E-07,9.2E-06,0,16886,3,32,0,0,0,0,0,9.2,30,0,0,46,0,0,0,0,5,0,2,0,3,0.1,15706,0,74,0,0,1403,32,0,0,185,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,1.8,3.1,2.3,1.3,2.3,2.1,1.7,1.8,1.5,1.8
Keshi,Anderson,FWD,CRY,4500000,0,0,0,0,0,0,2490,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1797,0,0,0,0,0,10,0,0,0,Watford,Chelsea,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0
,Angelino,DEF,MCI,4300000,0,0,0,0,0,0,2760,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,949,0,0,0,0,0,4,0,0,0,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0,0,0,0,0,0,0,0,0,0
Victor,Anichebe,FWD,SUN,4300000,0,37,0.44047619047619,1.02436323366556E-07,8.6046511627907E-06,0,292479,1,12,0,0,0,3,0,8.6,3008,-2,0,37,2,0,0,0,5,0,2,0,1,1.1,325011,0,0,0,1,715,2178,0,0,131,Burnley,Watford,Leicester,Man Utd,West Ham,0,0,0,0,0,0,0.2,0.2,0.2,0.2
Michail,Antonio,MID,WHU,6900000,8,125,4.8,6.95652173913044E-07,1.81159420289855E-05,0,1173243,4,40,0,0,0,9,0,18.1,10042,-1,0,125,1,0.5,0,3.3,8,0,7,0,7,9.6,1350624,0,452,0,3,2259,34088,0,1,385,Leicester,Hull City,Arsenal,Swansea,Sunderland,6.8,5.5,3.6,5.5,5.9,5.7,4.5,5.3,4.3,4.7
Ikechi,Anya,MID,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,6078,0,0,0,0,0,0,0,0.2,10,0,0,1,0,0,0,0,0,0,0,0,0,0.1,381,0,176,0,0,10,3,0,0,3,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
Alvaro,Arbeloa,DEF,WHU,4500000,0,0,0,0,0,0,5727,3,9,0,0,0,0,0,0,23,-5,0,0,5,0,0,0,0,0,0,0,0,0.1,5295,0,0,0,0,258,23,0,0,34,Leicester,Hull City,Arsenal,Swansea,Sunderland,0,0,0,0,0,0,0,0,0,0
Scott,Arfield,MID,BUR,5200000,2,55,2.2,4.23076923076923E-07,1.05769230769231E-05,0,7792,3,29,0,0,0,1,0,10.6,49,-3,0,55,3,0.3,0,1.3,3,0,4,0,2,0.1,4568,0,0,0,1,1600,45,0,0,204,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,1.4,1.9,2.1,1.1,1.1,1.8,1.1,2,1.1,1.5
Giedrius,Arlauskis,GLK,WAT,4000000,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,23,0,0,0,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
Marko,Arnautovic,MID,STK,7100000,0,82,3.6,5.07042253521127E-07,1.15492957746479E-05,0,114339,8,27,0,0,0,5,0,11.5,2820,-4,0,82,4,0.8,0,5.7,6,0,8,0,3,0.9,73512,0,528,0,2,1921,851,0,1,289,Chelsea,Leicester,Burnley,Liverpool,Hull City,3.2,3,2.8,2.9,4.8,2.9,3,2.5,3,2.4
Harry,Arter,MID,BOU,5000000,2,61,2.3,4.6E-07,1.22E-05,0,21143,8,51,0,0,0,1,0,12.2,928,0,0,61,0,0.3,0,1.7,2,0,6,0,2,0.3,22508,0,188,0,0,2291,146,0,1,387,Swansea,Southampton,Liverpool,Chelsea,Tottenham,0,1.2,1.2,1.5,1.2,2.2,1.9,2,2.7,1.5
Takuma,Asano,FWD,ARS,4900000,0,0,0,0,0,0,4433,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,4,0,0,0,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0,0,0,0,0,0,0,0,0,0
Joel,Asoro,MID,SUN,4400000,0,1,0.0119047619047619,2.70562770562771E-09,2.27272727272727E-07,0,615,0,0,0,0,0,0,0,0.2,3,-1,0,1,1,0,0,0,0,0,0,0,0,0,526,0,0,0,0,10,6,0,0,3,Burnley,Watford,Leicester,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6400000,0,59,4.5,7.03125E-07,9.21875E-06,0,897518,1,7,0,0,0,6,0,9.2,550,-1,0,59,1,0,0,0,10,0,6,0,1,1.9,869546,0,32,0,1,866,43,0,0,211,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0,0,0,0,0,0,6.8,4.9,4.4,5.9
Daniel,Ayala,DEF,MID,4800000,0,23,0.273809523809524,5.70436507936508E-08,4.79166666666667E-06,0,11088,2,6,0,0,0,1,0,4.8,63,-2,0,23,2,0.3,0,1.5,0,0,2,0,0,0.1,6021,0,0,0,0,487,6,0,0,106,Man Utd,Swansea,Hull City,Burnley,Arsenal,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andre,Ayew,MID,WHU,7100000,6,42,0.5,7.04225352112676E-08,5.91549295774648E-06,0,276378,0,10,0,0,0,3,0,5.9,478,-4,0,42,4,0.8,0,6,2,0,2,0,1,1,11521,0,524,0,0,587,900,0,0,118,Leicester,Hull City,Arsenal,Swansea,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jordan,Ayew,FWD,SWA,5000000,1,4,0.0476190476190476,9.52380952380952E-09,8E-07,0,2189,0,3,0,0,0,0,0,0.8,563,0,0,4,0,0.2,0,1,0,0,0,0,0,0.1,5163,0,0,0,0,98,593,0,0,5,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,0,0,0,0,0,0,0,0,0,0
Cesar,Azpilicueta,DEF,CHE,6400000,0,120,4.4,6.875E-07,1.875E-05,0,513135,3,20,0,0,0,0,0,18.8,10293,4,1,120,-4,0.3,0,2,16,0,13,0,2,17.7,691817,0,470,0,1,2430,6216,-1,0,627,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,4.9,6,5.3,5.2,4,0,3.9,5.8,5,5.4
,Baba Rahman,DEF,CHE,5500000,0,0,0,0,0,0,1379,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,138,0,0,0,6,0,0,0,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0
Eric,Bailly,DEF,MUN,5300000,0,48,0.571428571428571,1.07816711590296E-07,9.0566037735849E-06,0,521794,3,11,0,0,0,0,0,9.1,1585,-2,0,48,2,0,0,0,9,0,5,0,0,6,221703,0,0,0,0,1098,1609,0,0,291,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Leighton,Baines,DEF,EVE,5700000,1,101,4.6,8.07017543859649E-07,1.7719298245614E-05,0,579487,2,20,0,0,0,2,0,17.7,58476,2,0,101,-2,0.5,1,2.7,13,0,8,0,3,11.5,699699,0,212,0,1,1919,2038,0,0,456,Hull City,Liverpool,Man Utd,Leicester,Burnley,0,5.1,4,5.9,6.5,5.4,6.2,4.7,5.9,5.3
Mario,Balotelli,FWD,LIV,6300000,0,0,0,0,0,0,11858,0,0,0,0,0,0,0,0,20,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1948,0,0,0,0,0,15,0,0,0,Man City,Everton,Bournemouth,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0
Patrick,Bamford,FWD,MID,4900000,0,9,0.107142857142857,2.1865889212828E-08,1.83673469387755E-06,0,5503,0,2,0,0,0,0,0,1.8,144,-1,0,9,1,0,0,0,0,0,0,0,0,0.1,6771,0,0,0,0,84,40,0,0,26,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alex,Baptiste,DEF,MID,4000000,0,0,0,0,0,0,3653,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2593,0,0,0,0,0,2,0,0,0,Man Utd,Swansea,Hull City,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,STK,4300000,0,29,0.345238095238095,8.02879291251384E-08,6.74418604651163E-06,0,10800,4,15,0,0,0,0,0,6.7,129,-2,0,29,2,0.4,0,1.7,0,0,3,0,0,0.1,8922,0,107,0,0,1078,206,0,0,177,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ross,Barkley,MID,EVE,7100000,9,110,4.2,5.91549295774648E-07,1.54929577464789E-05,0,712821,3,25,0,0,0,4,0,15.5,8337,-4,0,110,4,0.8,0,5.7,9,0,8,0,9,8.5,670211,0,654,0,2,2093,18205,0,0,411,Hull City,Liverpool,Man Utd,Leicester,Burnley,6,2.1,3.7,6,6.1,2.7,4.1,3.6,5.8,2.5
Ashley,Barnes,FWD,BUR,4500000,8,57,0.678571428571428,1.50793650793651E-07,1.26666666666667E-05,0,145096,3,17,0,0,0,5,0,12.7,4832,0,0,57,0,0.5,0,2.3,7,0,3,0,2,3.2,261028,0,0,0,1,1147,19686,0,1,173,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4
Antonio,Barragan,DEF,MID,4400000,0,57,2.9,6.59090909090909E-07,1.29545454545455E-05,0,97320,5,21,0,0,0,0,0,13,702,-1,0,57,1,0,0,0,8,0,5,0,0,0.7,103371,0,0,0,0,1721,370,0,0,355,Man Utd,Swansea,Hull City,Burnley,Arsenal,2.4,2.5,2.5,3.4,3.7,2.8,2.9,2.3,3.6,3
Modou,Barrow,FWD,SWA,5000000,0,34,1.9,3.8E-07,6.8E-06,0,120897,1,23,0,0,0,0,0,6.8,425,0,0,34,0,0,0,0,0,0,4,0,2,0.7,111712,0,120,0,0,1145,8,0,0,136,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,0,0,0,0,0,0,0,0,0,0
Gareth,Barry,MID,EVE,4400000,2,58,2.4,5.45454545454545E-07,1.31818181818182E-05,0,367265,7,25,0,0,0,2,0,13.2,3772,-1,0,58,1,0.3,0,1.3,3,0,6,0,1,3.6,379626,0,418,0,0,1736,1866,0,0,309,Hull City,Liverpool,Man Utd,Leicester,Burnley,2.8,1.2,1.5,2.8,2.9,1.2,1.7,1.4,2.7,1.2
Joey,Barton,MID,BUR,4500000,1,24,0.285714285714286,6.34920634920635E-08,5.33333333333333E-06,0,8752,2,9,0,0,0,1,0,5.3,1139,0,0,24,0,0.4,0,1.7,0,0,1,0,2,0.3,20982,0,0,0,0,565,347,0,0,121,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Borja,Baston,FWD,SWA,6700000,0,28,0.333333333333333,4.97512437810945E-08,4.17910447761194E-06,0,9994,0,11,0,0,0,1,0,4.2,83,-3,0,28,3,0,0,0,1,0,1,0,2,0,6733,0,0,0,0,510,23,0,0,70,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michy,Batshuayi,FWD,CHE,8500000,0,24,1.5,1.76470588235294E-07,2.82352941176471E-06,0,129602,0,0,0,0,0,1,0,2.8,96,-5,0,24,5,0,0,0,1,0,0,0,1,0.9,60756,0,0,0,0,110,36,0,0,66,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.8,1,1,0.8,0.8,0,0.8,1.1,0.8,1.4
Asmir,Begovic,GLK,CHE,4700000,0,0,0,0,0,0,6369,0,0,0,0,0,0,0,0,45,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,1620,0,150,0,0,0,9,0,0,0,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0
Valon,Behrami,MID,WAT,4500000,0,41,1.9,4.22222222222222E-07,9.11111111111111E-06,0,16878,6,29,0,0,0,0,0,9.1,78,0,0,41,0,0.4,0,2,0,0,5,0,0,0.2,12829,0,127,0,0,1733,95,0,0,216,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,1.1,2,1.4,1,1.4,1.2,1,1.1,1,1
Hector,Bellerin,DEF,ARS,6500000,0,79,3.8,5.84615384615385E-07,1.21538461538462E-05,0,994197,1,24,0,0,0,0,0,12.2,1744,0,0,79,0,0.2,0,1,10,0,7,0,3,13.9,370479,0,541,0,1,1704,3208,0,0,371,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,4.2,4.3,5.3,4.7,3.7,0,3.2,3.6,4.1,4.5
Yohan,Benalouane,DEF,LEI,4000000,0,0,0,0,0,0,8289,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1846,0,15,0,0,0,56,0,0,0,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0
Nabil,Bentaleb,MID,TOT,4500000,0,0,0,0,0,0,4321,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,29,0,0,0,2,0,0,0,Southampton,Burnley,Swansea,Watford,Bournemouth,0,0,0,0,0,0,0,0,0,0
Saido,Berahino,FWD,STK,6000000,0,12,0.142857142857143,2.38095238095238E-08,2E-06,0,58961,1,2,0,0,0,0,0,2,1140,-5,0,12,5,0.2,0,1.3,0,0,3,0,0,0.5,30341,0,226,0,0,421,253,0,0,15,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steven,Berghuis,MID,WAT,5000000,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,55,0,0,0,0,0,0,0,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,MID,4300000,0,22,0.261904761904762,6.09080841638981E-08,5.11627906976744E-06,0,2892,2,10,0,0,0,0,0,5.1,587,-2,0,22,2,0.3,0,1.5,3,0,2,0,0,0.1,6440,0,0,0,0,713,124,0,0,131,Man Utd,Swansea,Hull City,Burnley,Arsenal,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ryan,Bertrand,DEF,SOU,5400000,0,83,4.6,8.51851851851852E-07,1.53703703703704E-05,0,84725,2,23,0,0,0,1,0,15.4,2236,-1,0,83,1,0.2,0,1,8,0,8,0,4,2.1,126023,0,415,0,2,1607,5323,0,0,371,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,4.1,6.8,6.3,5.3,5.7,0,6.6,5.3,4.7,6.7
Muhamed,Besic,MID,EVE,4300000,0,0,0,0,0,0,1341,0,0,0,0,0,0,0,0,25,-2,0,0,2,0,0,0,0,0,0,0,0,0,695,0,75,0,0,0,30,0,0,0,Hull City,Liverpool,Man Utd,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0
Daley,Blind,DEF,MUN,5200000,0,79,4.6,8.84615384615385E-07,1.51923076923077E-05,0,442204,2,13,0,0,0,1,0,15.2,7793,-3,0,79,3,0,0,0,12,0,7,0,2,4.5,459504,0,477,0,1,1395,1140,0,0,417,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0,6.5,5.6,4.7,5.7,4.1,5.6,6,4.6,6
Hiram,Boateng,MID,CRY,4500000,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,3,0,0,0,Watford,Chelsea,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0
,Bojan,MID,STK,5500000,0,30,3.3,6E-07,5.45454545454545E-06,0,109219,1,12,0,0,0,3,0,5.5,118,-5,0,30,5,0,1,0,4,0,0,0,0,0.7,46549,0,360,0,0,475,12,0,0,93,Chelsea,Leicester,Burnley,Liverpool,Hull City,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5700000,0,45,0.535714285714286,9.3984962406015E-08,7.89473684210526E-06,0,419055,3,14,0,0,0,1,0,7.9,249,-3,0,45,3,0,0,0,3,0,3,0,4,1.8,292802,0,469,0,0,1048,35,0,0,172,Hull City,Liverpool,Man Utd,Leicester,Burnley,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3
Wilfried,Bony,FWD,STK,6900000,0,29,0.345238095238095,5.00345065562457E-08,4.20289855072464E-06,0,130798,1,12,0,0,0,2,0,4.2,108,-6,0,29,6,0,0,0,3,0,3,0,0,0.6,113462,0,249,0,1,684,36,0,0,92,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fabio,Borini,FWD,SUN,5100000,0,27,2.1,4.11764705882353E-07,5.29411764705882E-06,0,84357,2,20,0,0,0,1,0,5.3,415,-4,0,27,4,0.4,0,2,1,0,3,0,0,0.6,26794,0,280,0,0,968,519,0,0,101,Burnley,Watford,Leicester,Man Utd,West Ham,2.4,1.4,1.5,1.6,2,0,2.1,1.7,2.2,1
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0,0,0,0,3031,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,116,0,123,0,0,0,2,0,0,0,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,GLK,BOU,4500000,2,81,3.1,6.88888888888889E-07,1.8E-05,0,241960,2,51,0,80,0,0,0,18,4562,0,0,81,0,1.1,0,5,5,0,5,0,0,5.9,261956,0,281,2,2,2340,2198,0,0,463,Swansea,Southampton,Liverpool,Chelsea,Tottenham,3.4,2.9,3.3,3.5,2.2,3.6,2.3,4,3.7,1.9
Sofiane,Boufal,MID,SOU,6700000,0,31,0.369047619047619,5.50817341862118E-08,4.62686567164179E-06,0,12667,3,16,0,0,0,1,0,4.6,36,-3,0,31,3,0.6,0,4,1,0,3,0,1,0.1,13008,0,0,0,0,734,75,0,0,126,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0595238095238095,1.32275132275132E-08,1.11111111111111E-06,0,5053,0,1,0,0,0,0,0,1.1,63,0,0,5,0,0,0,0,0,0,0,0,0,0.1,5717,0,0,0,0,65,37,0,0,15,Everton,West Ham,Middlesbrough,Man City,Stoke,0,0,0,0,0,0,0,0,0,0
George,Boyd,MID,BUR,5100000,2,62,2.3,4.50980392156863E-07,1.2156862745098E-05,0,12215,2,36,0,0,0,1,0,12.2,331,-4,0,62,4,0.4,0,2,0,0,5,0,1,0.2,7776,0,0,0,0,2134,358,0,0,281,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,1.5,2,2.2,1.2,1.2,2,1.2,2.1,1.2,1.6
